ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,26/07/2024,ADULT CARE LCO FUNCTIONS,POSTURITE UK LTD,26/07/2024,66.01 ,STATIONERY,V002027419
ROCHDALE BOROUGH COUNCIL,24/07/2024,CHILDREN’S SOCIAL CARE,ADOPTION MATTERS NORTHWEST,24/07/2024,-1878.00 ,ADOPTION PAYMENTS,V002031449
ROCHDALE BOROUGH COUNCIL,26/07/2024,ADULT CARE LCO FUNCTIONS,POSTURITE UK LTD,26/07/2024,97.71 ,STATIONERY,V002032529
ROCHDALE BOROUGH COUNCIL,26/07/2024,ADULT CARE LCO FUNCTIONS,DORO CARE UK LTD,26/07/2024,4765.95 ,EQUIPMENT - GENERAL,V002065230
ROCHDALE BOROUGH COUNCIL,02/07/2024,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,02/07/2024,4.42 ,PRINTING & STATIONERY,V002068062
ROCHDALE BOROUGH COUNCIL,23/07/2024,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,23/07/2024,250.00 ,ELECTRICAL,V002089015
ROCHDALE BOROUGH COUNCIL,23/07/2024,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,23/07/2024,1094.00 ,ELECTRICAL,V002089015
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05/07/2024,152.00 ,PHOTOGRAPHY,V002110891
ROCHDALE BOROUGH COUNCIL,24/07/2024,ECONOMY DIRECTORATE,TRANSPORT FOR GREATER MANCHESTER,24/07/2024,4920.00 ,CONSULTANTS FEES,V002118856
ROCHDALE BOROUGH COUNCIL,26/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,AMAZON BUSINESS,26/07/2024,177.07 ,FURNITURE - GENERAL,V002122310
ROCHDALE BOROUGH COUNCIL,26/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SPECSAVERS OPTICIANS,26/07/2024,25.00 ,EYE TESTS  VDU USERS,V002124286
ROCHDALE BOROUGH COUNCIL,29/07/2024,ADULT CARE LCO FUNCTIONS,BRAHM FUNDCO 2 LTD,29/07/2024,141.80 ,MINOR BUILDING WORKS,V002131785
ROCHDALE BOROUGH COUNCIL,30/07/2024,ECONOMY DIRECTORATE,SAFER SPHERE CHS LTD,30/07/2024,1008.34 ,CONSULTANTS FEES,V002132441
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,8.30 ,PRINTING & STATIONERY,V002135648
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FIVE RIVERS CHILD CARE LTD,05/07/2024,4200.00 ,OTHER EST - SEN PROVISION,V002136115
ROCHDALE BOROUGH COUNCIL,10/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GORDON RIGG (NURSERIES) LIMITED,10/07/2024,312.00 ,"TREES, SHRUBS, PLANTS",V002138241
ROCHDALE BOROUGH COUNCIL,10/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,GORDON RIGG (NURSERIES) LIMITED,10/07/2024,312.00 ,"TREES, SHRUBS, PLANTS",V002138241
ROCHDALE BOROUGH COUNCIL,08/07/2024,CHILDREN’S SOCIAL CARE,LUCY FAITHFULL FOUNDATION,08/07/2024,1633.93 ,PROFESSIONAL FEES,V002139092
ROCHDALE BOROUGH COUNCIL,15/07/2024,EARLY HELP AND SCHOOLS,SEVEN ARCHITECTURE LTD,15/07/2024,3000.00 ,CONSULTANTS FEES,V002145558
ROCHDALE BOROUGH COUNCIL,01/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DAISY CORPORATE SERVICES TRADING LTD,01/07/2024,700.00 ,CONSULTANT FEES,V002147618
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,ASSOCIATED BOARD OF ROYAL SCHOOLS MUSIC,05/07/2024,641.45 ,EXAM EXPENSES,V002150927
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,ASSOCIATED BOARD OF ROYAL SCHOOLS MUSIC,05/07/2024,641.45 ,EXAM EXPENSES,V002150927
ROCHDALE BOROUGH COUNCIL,04/07/2024,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,04/07/2024,9892.50 ,PFI SCHEMES RPIX,V002151316
ROCHDALE BOROUGH COUNCIL,11/07/2024,EARLY HELP AND SCHOOLS,SYNTAX CONTROLS LIMITED,11/07/2024,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002160390
ROCHDALE BOROUGH COUNCIL,11/07/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,11/07/2024,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002160392
ROCHDALE BOROUGH COUNCIL,23/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23/07/2024,-15.90 ,"CLOTHES, UNIFORM AND LAUNDRY",V002160636
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,22.88 ,BUILDING MATERIALS,V002164977
ROCHDALE BOROUGH COUNCIL,11/07/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,11/07/2024,320.00 ,REPAIRS & ALTS OF BUILDINGS,V002165375
ROCHDALE BOROUGH COUNCIL,03/07/2024,RESOURCES,VALTECH LTD,03/07/2024,572.70 ,EXTERNAL CONTRACTED PRINTING,V002173298
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LOCATA HOUSING SERVICES,05/07/2024,200.00 ,CONTRACTS,V002173308
ROCHDALE BOROUGH COUNCIL,11/07/2024,EARLY HELP AND SCHOOLS,ALLIANCE DISPOSABLES LIMITED,11/07/2024,24.50 ,CONSUMABLES,V002173426
ROCHDALE BOROUGH COUNCIL,08/07/2024,PROPERTY AND HIGHWAYS,COMPLIANCE365,08/07/2024,100.00 ,PROPERTY - WORKS ELEMENT,V002178732
ROCHDALE BOROUGH COUNCIL,02/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,02/07/2024,14.28 ,IT EQUIPMENT,V002185870
ROCHDALE BOROUGH COUNCIL,26/07/2024,ADULT CARE LCO FUNCTIONS,DORO CARE UK LTD,26/07/2024,925.95 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002193092
ROCHDALE BOROUGH COUNCIL,05/07/2024,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,05/07/2024,85.79 ,REPAIRS & ALTS OF BUILDINGS,V002193120
ROCHDALE BOROUGH COUNCIL,16/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,16/07/2024,44.00 ,IT EQUIPMENT,V002194916
ROCHDALE BOROUGH COUNCIL,09/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,KILLGERM CHEMICALS LIMITED,09/07/2024,297.90 ,EQUIPMENT - GENERAL,V002198764
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,DDH FABRICATIONS NW LTD,02/07/2024,30.00 ,REPAIRS & ALTS OF BUILDINGS,V002199102
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,DDH FABRICATIONS NW LTD,02/07/2024,10.00 ,REPAIRS & ALTS OF BUILDINGS,V002199102
ROCHDALE BOROUGH COUNCIL,04/07/2024,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,04/07/2024,90.00 ,PROPERTY - WORKS ELEMENT,V002204426
ROCHDALE BOROUGH COUNCIL,22/07/2024,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,22/07/2024,1800.00 ,CONSULTANTS FEES,V002204973
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANCOTYP POSTALIA LTD - POSTAGE,05/07/2024,400.00 ,EQUIPMENT - GENERAL,V002205361
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANCOTYP POSTALIA LTD - POSTAGE,05/07/2024,12.00 ,EQUIPMENT - GENERAL,V002205361
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANCOTYP POSTALIA LTD - POSTAGE,05/07/2024,400.00 ,EQUIPMENT - GENERAL,V002206226
ROCHDALE BOROUGH COUNCIL,05/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANCOTYP POSTALIA LTD - POSTAGE,05/07/2024,12.00 ,EQUIPMENT - GENERAL,V002206226
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,COMPUTACENTER UK LIMITED,17/07/2024,245.90 ,IT EQUIPMENT,V002207911
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,COMPUTACENTER UK LIMITED,17/07/2024,245.90 ,IT EQUIPMENT,V002207911
ROCHDALE BOROUGH COUNCIL,04/07/2024,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,04/07/2024,45.00 ,PROPERTY - WORKS ELEMENT,V002207942
ROCHDALE BOROUGH COUNCIL,25/07/2024,EARLY HELP AND SCHOOLS,PATTERSONS BRISTOL LTD,25/07/2024,38.10 ,CONSUMABLES,V002208050
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2060.07 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002209726
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,DWF LAW LLP,01/07/2024,1836.00 ,LEGAL SERVICES EXTERNAL,V002209803
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,DWF LAW LLP,01/07/2024,1430.00 ,LEGAL SERVICES EXTERNAL,V002209803
ROCHDALE BOROUGH COUNCIL,18/07/2024,EARLY HELP AND SCHOOLS,WONDE LTD,18/07/2024,6279.00 ,ACTIVITIES,V002210429
ROCHDALE BOROUGH COUNCIL,11/07/2024,PROPERTY AND HIGHWAYS,UNITED FLAGS AND FLAGSTAFFS LTD,11/07/2024,682.50 ,REPAIRS & ALTS OF BUILDINGS,V002210511
ROCHDALE BOROUGH COUNCIL,11/07/2024,RESOURCES,CIPFA BUSINESS LIMITED,11/07/2024,235.00 ,TRAINING,V002212126
ROCHDALE BOROUGH COUNCIL,11/07/2024,RESOURCES,CIPFA BUSINESS LIMITED,11/07/2024,235.00 ,TRAINING,V002212126
ROCHDALE BOROUGH COUNCIL,02/07/2024,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,02/07/2024,-7.12 ,PRINTING & STATIONERY,V002212547
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212592
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212593
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212594
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212595
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212596
ROCHDALE BOROUGH COUNCIL,29/07/2024,CHILDREN’S SOCIAL CARE,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,29/07/2024,2353.83 ,HEALTH AUTH - SERVICE LEVEL AGREEMENT,V002212597
ROCHDALE BOROUGH COUNCIL,11/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,11/07/2024,359.88 ,PRINTING & STATIONERY,V002212613
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,20.00 ,BUILDING MATERIALS,V002212626
ROCHDALE BOROUGH COUNCIL,23/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,H ROTHWELL AND CO LTD,23/07/2024,9.28 ,BUILDING MATERIALS,V002214242
ROCHDALE BOROUGH COUNCIL,11/07/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,11/07/2024,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002214267
ROCHDALE BOROUGH COUNCIL,11/07/2024,ECONOMY DIRECTORATE,ROTA ROD LIMITED,11/07/2024,250.00 ,REPAIRS & ALTS OF BUILDINGS,V002214301
ROCHDALE BOROUGH COUNCIL,11/07/2024,ECONOMY DIRECTORATE,SYNTAX CONTROLS LIMITED,11/07/2024,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002214302
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,COMPUTACENTER UK LIMITED,17/07/2024,306.83 ,IT EQUIPMENT,V002214414
ROCHDALE BOROUGH COUNCIL,17/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,COMPUTACENTER UK LIMITED,17/07/2024,306.83 ,IT EQUIPMENT,V002214414
ROCHDALE BOROUGH COUNCIL,26/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,JLA TOTAL CARE LTD,26/07/2024,259.28 ,EQUIPMENT - GENERAL,V002214467
ROCHDALE BOROUGH COUNCIL,11/07/2024,EARLY HELP AND SCHOOLS,HOLLYBANK,11/07/2024,910.00 ,HOME CARE - CHILDRENS SERVICES,V002214469
ROCHDALE BOROUGH COUNCIL,23/07/2024,EARLY HELP AND SCHOOLS,UK IDENTITY,23/07/2024,3.75 ,POLICE CHECKS ON NEW RECRUITS,V002214481
ROCHDALE BOROUGH COUNCIL,23/07/2024,EARLY HELP AND SCHOOLS,UK IDENTITY,23/07/2024,1.30 ,POLICE CHECKS ON NEW RECRUITS,V002214481
ROCHDALE BOROUGH COUNCIL,11/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,11/07/2024,71.75 ,EQUIPMENT - GENERAL,V002217667
ROCHDALE BOROUGH COUNCIL,23/07/2024,ECONOMY DIRECTORATE,EAST LANCASHIRE SERVICES LIMITED,23/07/2024,1050.80 ,CLEANING AND DOMESTIC SUPPLIES,V002217996
ROCHDALE BOROUGH COUNCIL,15/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,15/07/2024,11.25 ,EQUIPMENT - GENERAL,V002218034
ROCHDALE BOROUGH COUNCIL,31/07/2024,RESOURCES,BEAN COFFEE LIVERPOOL LTD,31/07/2024,93.00 ,SUBSISTENCE,V002218103
ROCHDALE BOROUGH COUNCIL,25/07/2024,PROPERTY AND HIGHWAYS,STREETWISE UK,25/07/2024,5975.00 ,TRAFFIC CONTROL,V002218206
ROCHDALE BOROUGH COUNCIL,26/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWINTON COMMUNITY BUSINESS SALFORD LTD,26/07/2024,2749.04 ,REPAIRS & ALTS OF BUILDINGS,V002218242
ROCHDALE BOROUGH COUNCIL,15/07/2024,ECONOMY DIRECTORATE,LANCASHIRE LOCK AND SAFE COMPANY LIMITED,15/07/2024,14.00 ,REPAIRS & ALTS OF BUILDINGS,V002218780
ROCHDALE BOROUGH COUNCIL,02/07/2024,RESOURCES,BANNER GROUP LIMITED,02/07/2024,568.57 ,REFRESHMENTS,V002218781
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,75.00 ,BUILDING MATERIALS,V002219388
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,315.00 ,BUILDING MATERIALS,V002219388
ROCHDALE BOROUGH COUNCIL,29/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,29/07/2024,75.00 ,BUILDING MATERIALS,V002219399
ROCHDALE BOROUGH COUNCIL,29/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,29/07/2024,452.00 ,BUILDING MATERIALS,V002219399
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,64.46 ,BUILDING MATERIALS,V002219436
ROCHDALE BOROUGH COUNCIL,02/07/2024,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02/07/2024,10.90 ,PRINTING & STATIONERY,V002219476
ROCHDALE BOROUGH COUNCIL,02/07/2024,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,02/07/2024,1191.60 ,EXPENSES - GENERAL,V002219477
ROCHDALE BOROUGH COUNCIL,09/07/2024,PROPERTY AND HIGHWAYS,HARVEYS OF OLDHAM HOLDINGS LIMITED,09/07/2024,87.60 ,"CLOTHES, UNIFORM AND LAUNDRY",V002220067
ROCHDALE BOROUGH COUNCIL,09/07/2024,PROPERTY AND HIGHWAYS,HARVEYS OF OLDHAM HOLDINGS LIMITED,09/07/2024,87.60 ,"CLOTHES, UNIFORM AND LAUNDRY",V002220067
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,50.00 ,BUILDING MATERIALS,V002220148
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,216.50 ,BUILDING MATERIALS,V002220148
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,65.81 ,BUILDING MATERIALS,V002220175
ROCHDALE BOROUGH COUNCIL,26/07/2024,ADULT CARE LCO FUNCTIONS,DORO CARE UK LTD,26/07/2024,565.00 ,TELEPHONE EXPENDITURE,V002220255
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,150.00 ,BUILDING MATERIALS,V002222211
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,650.00 ,BUILDING MATERIALS,V002222211
ROCHDALE BOROUGH COUNCIL,01/07/2024,PROPERTY AND HIGHWAYS,SCHNEIDER ELECTRIC LIMITED,01/07/2024,1874.97 ,SPECIFIED MAINTENANCE,V002222237
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,100.00 ,BUILDING MATERIALS,V002222265
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,22/07/2024,515.00 ,BUILDING MATERIALS,V002222265
ROCHDALE BOROUGH COUNCIL,02/07/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/07/2024,22668.25 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002222384
ROCHDALE BOROUGH COUNCIL,16/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,16/07/2024,35.70 ,IT EQUIPMENT,V002222387
ROCHDALE BOROUGH COUNCIL,16/07/2024,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,16/07/2024,26.30 ,IT EQUIPMENT,V002222387
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-96.38 ,GAS,V002223092
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-688.70 ,GAS,V002223093
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-727.36 ,GAS,V002223095
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-831.15 ,GAS,V002223097
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-827.79 ,GAS,V002223098
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-718.62 ,GAS,V002223099
ROCHDALE BOROUGH COUNCIL,01/07/2024,ECONOMY DIRECTORATE,CORONA ENERGY RETAIL 4 LIMITED,01/07/2024,-141.83 ,GAS,V002223100
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,46.18 ,BUILDING MATERIALS,V002225115
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,44.98 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,35.91 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,79.98 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,55.96 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,26.49 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,21.49 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,14.49 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,44.97 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,9.16 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,13.49 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,5.98 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,20.49 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,18.99 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,11.96 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,15.82 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,60.98 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,13.16 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,7.19 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,31.99 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,29.96 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,4.38 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,22/07/2024,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,22/07/2024,29.95 ,EQUIPMENT - GENERAL,V002225186
ROCHDALE BOROUGH COUNCIL,04/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,G A ELECTRICAL DISTRIBUTORS LIMITED,04/07/2024,139.00 ,BUILDING MATERIALS,V002225200
ROCHDALE BOROUGH COUNCIL,19/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,HOWDENS JOINERY CO LIMITED,19/07/2024,10.64 ,BUILDING MATERIALS,V002225253
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,7.28 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,8.20 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,21.66 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,8.95 ,PRINTING & STATIONERY,V002225468
ROCHDALE BOROUGH COUNCIL,02/07/2024,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,02/07/2024,5.13 ,PRINTING & STATIONERY,V002225468
